,i,name,SMILES
1366,1366,CH3O(31) + [CH2]C=C[CH2](2534) <=> C4H71-3(190) + CH2O(9),C[O]+[CH2]C=C[CH2]_C=C[CH]C+C=O
1367,1367,C2H5(33) + [CH2]C=C[CH2](2534) <=> C2H4(11) + C4H71-3(190),C[CH2]+[CH2]C=C[CH2]_C=C+C=C[CH]C
1368,1368,[CH2]C=C[CH2](2534) + NC3H7(92) <=> C3H6(12) + C4H71-3(190),[CH2]C=C[CH2]+[CH2]CC_C=CC+C=C[CH]C
1369,1369,IC3H7(93) + [CH2]C=C[CH2](2534) <=> C3H6(12) + C4H71-3(190),C[CH]C+[CH2]C=C[CH2]_C=CC+C=C[CH]C
1370,1370,SC4H9(183) + [CH2]C=C[CH2](2534) <=> C4H71-3(190) + C4H8-2(189),C[CH]CC+[CH2]C=C[CH2]_C=C[CH]C+CC=CC
1371,1371,[CH2]C=C[CH2](2534) + PC4H9(182) <=> C4H8-1(188) + C4H71-3(190),[CH2]C=C[CH2]+[CH2]CCC_C=CCC+C=C[CH]C
1372,1372,SC4H9(183) + [CH2]C=C[CH2](2534) <=> C4H8-1(188) + C4H71-3(190),C[CH]CC+[CH2]C=C[CH2]_C=CCC+C=C[CH]C
1373,1373,C2H5O(49) + [CH2]C=C[CH2](2534) <=> C4H71-3(190) + CH3CHO(35),CC[O]+[CH2]C=C[CH2]_C=C[CH]C+CC=O
1374,1374,[CH2]C=C[CH2](2534) + [CH2]C[CH]C(748) <=> C4H71-3(190) + C4H71-3(190),[CH2]C=C[CH2]+[CH2]C[CH]C_C=C[CH]C+C=C[CH]C
1375,1375,C4H71-3(190) <=> [CH2]C=C[CH2](2534) + H(14),C=C[CH]C_[CH2]C=C[CH2]+[H]
1376,1376,C4H6(194) + CH2O(9) <=> CH2O(9) + [CH2]C=C[CH2](2534),C=CC=C+C=O_C=O+[CH2]C=C[CH2]
1377,1377,C4H6(194) + CH2O(9) <=> CH2O(9) + [CH2]C=C[CH2](2534),C=CC=C+C=O_C=O+[CH2]C=C[CH2]
1378,1378,C4H6(194) + CH2O(9) <=> CH2O(9) + [CH2]C=C[CH2](2534),C=CC=C+C=O_C=O+[CH2]C=C[CH2]
1379,1379,C4H6(194) + CH2O(9) <=> CH2O(9) + [CH2]C=C[CH2](2534),C=CC=C+C=O_C=O+[CH2]C=C[CH2]
1380,1380,CH2CO(24) + C4H6(194) <=> CH2CO(24) + [CH2]C=C[CH2](2534),C=C=O+C=CC=C_C=C=O+[CH2]C=C[CH2]
1381,1381,CH2CO(24) + C4H6(194) <=> CH2CO(24) + [CH2]C=C[CH2](2534),C=C=O+C=CC=C_C=C=O+[CH2]C=C[CH2]
1382,1382,C2H4(11) + C4H6(194) <=> C2H4(11) + [CH2]C=C[CH2](2534),C=C+C=CC=C_C=C+[CH2]C=C[CH2]
1383,1383,C2H4(11) + C4H6(194) <=> C2H4(11) + [CH2]C=C[CH2](2534),C=C+C=CC=C_C=C+[CH2]C=C[CH2]
1384,1384,CH2CO(24) + C4H6(194) <=> CH2CO(24) + [CH2]C=C[CH2](2534),C=C=O+C=CC=C_C=C=O+[CH2]C=C[CH2]
1385,1385,CH2CO(24) + C4H6(194) <=> CH2CO(24) + [CH2]C=C[CH2](2534),C=C=O+C=CC=C_C=C=O+[CH2]C=C[CH2]
1386,1386,CH2CO(24) + C4H6(194) <=> CH2CO(24) + [CH2]C=C[CH2](2534),C=C=O+C=CC=C_C=C=O+[CH2]C=C[CH2]
1387,1387,CH2CO(24) + C4H6(194) <=> CH2CO(24) + [CH2]C=C[CH2](2534),C=C=O+C=CC=C_C=C=O+[CH2]C=C[CH2]
1388,1388,CC(CC[O])OO(777) + [CH2]C=C[CH2](2534) <=> C4H71-3(190) + NC4KET13(252),CC(CC[O])OO+[CH2]C=C[CH2]_C=C[CH]C+CC(CC=O)OO
1389,1389,C4H6(194) + CO2(7) <=> CO2(7) + [CH2]C=C[CH2](2534),C=CC=C+O=C=O_O=C=O+[CH2]C=C[CH2]
1390,1390,[CH2]C=C[CH2](2534) <=> C4H6(194),[CH2]C=C[CH2]_C=CC=C
1391,1391,[CH2]C=C[CH2](2534) <=> C1=CCC1(2530),[CH2]C=C[CH2]_C1=CCC1
1392,1392,C4H6(194) + CO2(7) <=> CO2(7) + [CH2]C=C[CH2](2534),C=CC=C+O=C=O_O=C=O+[CH2]C=C[CH2]
1393,1393,C4H6(194) + CO2(7) <=> CO2(7) + [CH2]C=C[CH2](2534),C=CC=C+O=C=O_O=C=O+[CH2]C=C[CH2]
1394,1394,C4H6(194) + CO2(7) <=> CO2(7) + [CH2]C=C[CH2](2534),C=CC=C+O=C=O_O=C=O+[CH2]C=C[CH2]
1395,1395,C2H2(25) + C4H6(194) <=> C2H2(25) + [CH2]C=C[CH2](2534),C#C+C=CC=C_C#C+[CH2]C=C[CH2]
1396,1396,C2H2(25) + C4H6(194) <=> C2H2(25) + [CH2]C=C[CH2](2534),C#C+C=CC=C_C#C+[CH2]C=C[CH2]
1397,1397,[CH2]C=C[CH2](2534) + C4H71-4(191) <=> C4H6(194) + C4H71-3(190),[CH2]C=C[CH2]+[CH2]CC=C_C=CC=C+C=C[CH]C
1398,1398,C4H71-3(190) + [CH2]C=C[CH2](2534) <=> C4H6(194) + C4H71-3(190),C=C[CH]C+[CH2]C=C[CH2]_C=CC=C+C=C[CH]C
1399,1399,C2H5(33) + [CH2]C=C[CH2](2534) <=> C2H4(11) + C4H71-4(191),C[CH2]+[CH2]C=C[CH2]_C=C+[CH2]CC=C
1400,1400,C4H71-4(191) <=> [CH2]C=C[CH2](2534) + H(14),[CH2]CC=C_[CH2]C=C[CH2]+[H]
1401,1401,[CH2]C=C[CH2](2534) + NC3H7(92) <=> C3H6(12) + C4H71-4(191),[CH2]C=C[CH2]+[CH2]CC_C=CC+[CH2]CC=C
1402,1402,IC3H7(93) + [CH2]C=C[CH2](2534) <=> C3H6(12) + C4H71-4(191),C[CH]C+[CH2]C=C[CH2]_C=CC+[CH2]CC=C
1403,1403,[CH2]C1CC1(4343) <=> [CH2]C=C[CH2](2534) + H(14),[CH2]C1CC1_[CH2]C=C[CH2]+[H]
1404,1404,C4H71-1(192) <=> [CH2]C=C[CH2](2534) + H(14),[CH]=CCC_[CH2]C=C[CH2]+[H]
1405,1405,C3H5O(129) + [CH2]C=C[CH2](2534) <=> C2H3CHO(74) + C4H71-3(190),C=CC[O]+[CH2]C=C[CH2]_C=CC=O+C=C[CH]C
1406,1406,SC4H9(183) + [CH2]C=C[CH2](2534) <=> C4H8-2(189) + C4H71-4(191),C[CH]CC+[CH2]C=C[CH2]_CC=CC+[CH2]CC=C
1407,1407,[CH2]C=C[CH2](2534) + HCO(19) <=> CO(6) + C4H71-4(191),[CH2]C=C[CH2]+[CH]=O_[C-]#[O+]+[CH2]CC=C
1408,1408,CH3O(31) + [CH2]C=C[CH2](2534) <=> CH2O(9) + C4H71-4(191),C[O]+[CH2]C=C[CH2]_C=O+[CH2]CC=C
1409,1409,[CH2]C=C[CH2](2534) + PC4H9(182) <=> C4H8-1(188) + C4H71-4(191),[CH2]C=C[CH2]+[CH2]CCC_C=CCC+[CH2]CC=C
1410,1410,SC4H9(183) + [CH2]C=C[CH2](2534) <=> C4H8-1(188) + C4H71-4(191),C[CH]CC+[CH2]C=C[CH2]_C=CCC+[CH2]CC=C
1411,1411,C2H5O(49) + [CH2]C=C[CH2](2534) <=> CH3CHO(35) + C4H71-4(191),CC[O]+[CH2]C=C[CH2]_CC=O+[CH2]CC=C
1412,1412,[CH2]C=C[CH2](2534) + C4H71-4(191) <=> C4H6(194) + C4H71-4(191),[CH2]C=C[CH2]+[CH2]CC=C_C=CC=C+[CH2]CC=C
1413,1413,C4H71-3(190) + [CH2]C=C[CH2](2534) <=> C4H6(194) + C4H71-4(191),C=C[CH]C+[CH2]C=C[CH2]_C=CC=C+[CH2]CC=C
1414,1414,C2H2(25) + C2H4(11) <=> [C]1CCC1(4880),C#C+C=C_[C]1CCC1
1415,1415,[C]1CCC1(4880) <=> C4H6(194),[C]1CCC1_C=CC=C
1416,1416,[C]1CCC1(4880) <=> C1=CCC1(2530),[C]1CCC1_C1=CCC1
1417,1417,[C]1CCC1(4880) <=> [CH2]C=C[CH2](2534),[C]1CCC1_[CH2]C=C[CH2]
1418,1418,CH2O(9) + CH2O(9) <=> CH2(23) + [O]C[O](988),C=O+C=O_[CH2]+[O]C[O]
1419,1419,CH2O(9) + CO2(7) <=> CO(6) + [O]C[O](988),C=O+O=C=O_[C-]#[O+]+[O]C[O]
1420,1420,CH2(23) + O2(2) <=> [O]C[O](988),[CH2]+[O][O]_[O]C[O]
1421,1421,[O]C[O](988) <=> C1OO1(4213),[O]C[O]_C1OO1
1422,1422,CH2O(9) + O(5) <=> [O]C[O](988),C=O+[O]_[O]C[O]
1423,1423,CH2O(9) + O(5) <=> C1OO1(4213),C=O+[O]_C1OO1
1424,1424,C4H8-1(188) + C2H3(22) <=> C2H4(11) + C4H71-1(192),C=CCC+[CH]=C_C=C+[CH]=CCC
1425,1425,CH3COCH2O2(72) + C4H71-4(191) <=> C4H6(194) + C3KET21(73),CC(=O)CO[O]+[CH2]CC=C_C=CC=C+CC(=O)COO
1426,1426,[CH2]C(=O)COO(911) + C4H71-4(191) <=> C4H6(194) + C3KET21(73),[CH2]C(=O)COO+[CH2]CC=C_C=CC=C+CC(=O)COO
1427,1427,C4H71-3(190) + [CH2]C(=O)COO(911) <=> C4H6(194) + C3KET21(73),C=C[CH]C+[CH2]C(=O)COO_C=CC=C+CC(=O)COO
1428,1428,C3H5O(129) + CH3COCH2O2(72) <=> C2H3CHO(74) + C3KET21(73),C=CC[O]+CC(=O)CO[O]_C=CC=O+CC(=O)COO
1429,1429,C3H5O(129) + [CH2]C(=O)COO(911) <=> C2H3CHO(74) + C3KET21(73),C=CC[O]+[CH2]C(=O)COO_C=CC=O+CC(=O)COO
1430,1430,CH2CO(24) + CH3(18) <=> CH3CO(20) + CH2(23),C=C=O+[CH3]_C[C]=O+[CH2]
1431,1431,C1OO1(4213) + O2(2) <=> [O]C[O](988) + O2(2),C1OO1+[O][O]_[O]C[O]+[O][O]
1432,1432,C3KET21(73) + CH3(18) <=> CH4(10) + [CH2]C(=O)COO(911),CC(=O)COO+[CH3]_C+[CH2]C(=O)COO
1433,1433,CH3COCH2O2(72) + [CH2]C[O](703) <=> C3KET21(73) + CH2CHO(21),CC(=O)CO[O]+[CH2]C[O]_CC(=O)COO+[CH2]C=O
1434,1434,[CH2]C(=O)COO(911) + [CH2]C[O](703) <=> C3KET21(73) + CH2CHO(21),[CH2]C(=O)COO+[CH2]C[O]_CC(=O)COO+[CH2]C=O
1435,1435,CH3COCH2O2(72) + C2H3(22) <=> C2H2(25) + C3KET21(73),CC(=O)CO[O]+[CH]=C_C#C+CC(=O)COO
1436,1436,[CH2]C(=O)COO(911) + C2H3(22) <=> C2H2(25) + C3KET21(73),[CH2]C(=O)COO+[CH]=C_C#C+CC(=O)COO
1437,1437,CH3COCH2O2(72) + [CH2]C[CH]C(748) <=> C4H71-3(190) + C3KET21(73),CC(=O)CO[O]+[CH2]C[CH]C_C=C[CH]C+CC(=O)COO
1438,1438,[CH2]C(=O)COO(911) + [CH2]C[CH]C(748) <=> C4H71-3(190) + C3KET21(73),[CH2]C(=O)COO+[CH2]C[CH]C_C=C[CH]C+CC(=O)COO
1439,1439,HOCHO(40) <=> H2O(8) + CO(6),O=CO_O+[C-]#[O+]
1440,1440,HOCHO(40) <=> CO2(7) + H2(13),O=CO_O=C=O+[H][H]
1441,1441,HOCHO(40) + OH(15) => H2O(8) + CO2(7) + H(14),O=CO+[OH]_O+O=C=O+[H]
1442,1442,HOCHO(40) + OH(15) => H2O(8) + CO(6) + OH(15),O=CO+[OH]_O+[C-]#[O+]+[OH]
1443,1443,HOCHO(40) + H(14) => CO2(7) + H(14) + H2(13),O=CO+[H]_O=C=O+[H]+[H][H]
1444,1444,HOCHO(40) + H(14) => CO(6) + H2(13) + OH(15),O=CO+[H]_[C-]#[O+]+[H][H]+[OH]
1445,1445,HOCHO(40) + CH3(18) => CH4(10) + CO(6) + OH(15),O=CO+[CH3]_C+[C-]#[O+]+[OH]
1446,1446,HOCHO(40) + HO2(16) => H2O2(17) + CO(6) + OH(15),O=CO+[O]O_OO+[C-]#[O+]+[OH]
1447,1447,HOCHO(40) + O(5) => CO(6) + OH(15) + OH(15),O=CO+[O]_[C-]#[O+]+[OH]+[OH]
1448,1448,CH3CHO(35) + OH(15) <=> HOCHO(40) + CH3(18),CC=O+[OH]_O=CO+[CH3]
1449,1449,CH2O(9) + HO2(16) <=> HOCHO(40) + OH(15),C=O+[O]O_O=CO+[OH]
1450,1450,CH2CO(24) + HOCHO(40) <=> CH3CHO(35) + CO2(7),C=C=O+O=CO_CC=O+O=C=O
1451,1451,CH2(23) + O2(2) <=> HOCHO(40),[CH2]+[O][O]_O=CO
1452,1452,CH2O(9) + O(5) <=> HOCHO(40),C=O+[O]_O=CO
1453,1453,C1OO1(4213) <=> HOCHO(40),C1OO1_O=CO
1454,1454,[O]C[O](988) <=> HOCHO(40),[O]C[O]_O=CO
1455,1455,C1OO1(4213) <=> HCO(19) + OH(15),C1OO1_[CH]=O+[OH]
1456,1456,[O]C[O](988) <=> HCO(19) + OH(15),[O]C[O]_[CH]=O+[OH]
1457,1457,HOCHO(40) <=> HCO(19) + OH(15),O=CO_[CH]=O+[OH]
1458,1458,C4H6(194) + HOCHO(40) <=> HOCHO(40) + [CH2]C=C[CH2](2534),C=CC=C+O=CO_O=CO+[CH2]C=C[CH2]
1459,1459,C4H6(194) + HOCHO(40) <=> HOCHO(40) + [CH2]C=C[CH2](2534),C=CC=C+O=CO_O=CO+[CH2]C=C[CH2]
1460,1460,C4H6(194) + HOCHO(40) <=> HOCHO(40) + [CH2]C=C[CH2](2534),C=CC=C+O=CO_O=CO+[CH2]C=C[CH2]
1461,1461,C4H6(194) + HOCHO(40) <=> HOCHO(40) + [CH2]C=C[CH2](2534),C=CC=C+O=CO_O=CO+[CH2]C=C[CH2]
1462,1462,CH3CHO(35) + HOCHO(40) <=> C2H5O2(47) + HCO(19),CC=O+O=CO_CCO[O]+[CH]=O
1463,1463,CH2O(9) + HOCHO(40) <=> CH3O2H(46) + CO(6),C=O+O=CO_COO+[C-]#[O+]
1464,1464,CH2O(9) + HOCHO(40) <=> CH3O2(45) + HCO(19),C=O+O=CO_CO[O]+[CH]=O
1465,1465,C2H3CHO(74) + HOCHO(40) <=> C=CCO[O](3513) + HCO(19),C=CC=O+O=CO_C=CCO[O]+[CH]=O
1466,1466,C3H5-A(94) + HO2(16) <=> C=CCO[O](3513) + H(14),[CH2]C=C+[O]O_C=CCO[O]+[H]
1467,1467,C2H(4) + OH(15) <=> C2H2(25) + O(5),[C]#C+[OH]_C#C+[O]
1468,1468,C3H5-A(94) + O(5) <=> CH2(23) + CH2CHO(21),[CH2]C=C+[O]_[CH2]+[CH2]C=O
1469,1469,CO(6) + C3H5-A(94) <=> CH2CO(24) + C2H3(22),[C-]#[O+]+[CH2]C=C_C=C=O+[CH]=C
1470,1470,CH3CHO(35) + C4H71-1(192) <=> C4H8-1(188) + CH3CO(20),CC=O+[CH]=CCC_C=CCC+C[C]=O
1471,1471,C2H6(32) + C4H8OOH1-3O2(225) <=> CC(CCOO)OO(787) + C2H5(33),CC+CC(CCOO)O[O]_CC(CCOO)OO+C[CH2]
1472,1472,CH3COCH2(70) + HO2(16) <=> CH3COCH2O(71) + OH(15),[CH2]C(C)=O+[O]O_CC(=O)C[O]+[OH]
1473,1473,CH3O2(45) + CH3COCH2(70) <=> CH3COCH2O(71) + CH3O(31),CO[O]+[CH2]C(C)=O_CC(=O)C[O]+C[O]
1474,1474,C3KET21(73) <=> CH3COCH2O(71) + OH(15),CC(=O)COO_CC(=O)C[O]+[OH]
1475,1475,CH3COCH2O(71) <=> CH2O(9) + CH3CO(20),CC(=O)C[O]_C=O+C[C]=O
1476,1476,CH3COCH2O2(72) <=> CH3COCH2O(71) + O(5),CC(=O)CO[O]_CC(=O)C[O]+[O]
1477,1477,[CH2]C(=O)COO(911) <=> CH3COCH2O(71) + O(5),[CH2]C(=O)COO_CC(=O)C[O]+[O]
1478,1478,CH2O(9) + CH3CHO(35) <=> CH3COCH2O(71) + H(14),C=O+CC=O_CC(=O)C[O]+[H]
1479,1479,C2H5O2(47) + CO(6) <=> CH3COCH2O(71) + O(5),CCO[O]+[C-]#[O+]_CC(=O)C[O]+[O]
1480,1480,O=C1COC1(917) + OH(15) <=> CH3COCH2O(71) + O(5),O=C1COC1+[OH]_CC(=O)C[O]+[O]
1481,1481,CH3COCH2O(71) <=> C2H5O(49) + CO(6),CC(=O)C[O]_CC[O]+[C-]#[O+]
1482,1482,CH3COCH2O(71) <=> CH3COCH2(70) + O(5),CC(=O)C[O]_[CH2]C(C)=O+[O]
1483,1483,CH3COCH2O(71) <=> C=C([O])C[O](920) + H(14),CC(=O)C[O]_C=C([O])C[O]+[H]
1484,1484,C2H6(32) + C4H8OOH2-4O2(229) <=> CC(CCOO)OO(787) + C2H5(33),CC+CC(CCO[O])OO_CC(CCOO)OO+C[CH2]
1485,1485,CH3OH(30) + H(14) <=> CH3O(31) + H2(13),CO+[H]_C[O]+[H][H]
1486,1486,CH3OH(30) + O(5) <=> CH3O(31) + OH(15),CO+[O]_C[O]+[OH]
1487,1487,CH3OH(30) + OH(15) <=> CH3O(31) + H2O(8),CO+[OH]_C[O]+O
1488,1488,CH3OH(30) + HO2(16) <=> CH3O(31) + H2O2(17),CO+[O]O_C[O]+OO
1489,1489,CH3OH(30) + CH(3) <=> CH2O(9) + CH3(18),CO+[CH]_C=O+[CH3]
1490,1490,CH3OH(30) + CH2(23) <=> CH3O(31) + CH3(18),CO+[CH2]_C[O]+[CH3]
1491,1491,CH3OH(30) + CH3(18) <=> CH4(10) + CH3O(31),CO+[CH3]_C+C[O]
1492,1492,CH3OH(30) + C2H(4) <=> C2H2(25) + CH3O(31),CO+[C]#C_C#C+C[O]
1493,1493,CH3OH(30) + C2H3(22) <=> C2H4(11) + CH3O(31),CO+[CH]=C_C=C+C[O]
1494,1494,CH2O(9) + CH3O(31) <=> CH3OH(30) + HCO(19),C=O+C[O]_CO+[CH]=O
1495,1495,CH3O(31) + CH3O(31) <=> CH2O(9) + CH3OH(30),C[O]+C[O]_C=O+CO
1496,1496,CH3O2(45) + CH3O2(45) => CH2O(9) + CH3OH(30) + O2(2),CO[O]+CO[O]_C=O+CO+[O][O]
1497,1497,CH3O2(45) + OH(15) <=> CH3OH(30) + O2(2),CO[O]+[OH]_CO+[O][O]
1498,1498,C2H6(32) + CH3O(31) <=> CH3OH(30) + C2H5(33),CC+C[O]_CO+C[CH2]
1499,1499,C3H6(12) + CH3O(31) <=> CH3OH(30) + C3H5-A(94),C=CC+C[O]_CO+[CH2]C=C
1500,1500,butane(1) + CH3O(31) <=> CH3OH(30) + PC4H9(182),CCCC+C[O]_CO+[CH2]CCC
1501,1501,butane(1) + CH3O(31) <=> CH3OH(30) + SC4H9(183),CCCC+C[O]_CO+C[CH]CC
1502,1502,C4H8-1(188) + CH3O(31) <=> C4H71-3(190) + CH3OH(30),C=CCC+C[O]_C=C[CH]C+CO
1503,1503,C4H8-1(188) + CH3O(31) <=> CH3OH(30) + C4H71-4(191),C=CCC+C[O]_CO+[CH2]CC=C
1504,1504,C4H8-2(189) + CH3O(31) <=> C4H71-3(190) + CH3OH(30),CC=CC+C[O]_C=C[CH]C+CO
1505,1505,CH3O(31) + HO2(16) <=> CH3OH(30) + O2(2),C[O]+[O]O_CO+[O][O]
1506,1506,CH3OH(30) + CO(6) + H(14) <=> CH2O(9) + CH3O(31),CO+[C-]#[O+]+[H]_C=O+C[O]
1507,1507,CH3CHO(35) + CH3O(31) <=> CH3OH(30) + CH3CO(20),CC=O+C[O]_CO+C[C]=O
1508,1508,CH3CHO(35) + CH3O(31) <=> CH3OH(30) + CH2CHO(21),CC=O+C[O]_CO+[CH2]C=O
1509,1509,CH3OH(30) + C4H71-1(192) <=> C4H8-1(188) + CH3O(31),CO+[CH]=CCC_C=CCC+C[O]
1510,1510,CC(CCOO)OO(787) + CH3O(31) <=> C4H8OOH1-3O2(225) + CH3OH(30),CC(CCOO)OO+C[O]_CC(CCOO)O[O]+CO
1511,1511,CC(CCOO)OO(787) + CH3O(31) <=> C4H8OOH2-4O2(229) + CH3OH(30),CC(CCOO)OO+C[O]_CC(CCO[O])OO+CO
1512,1512,"CC(CCOO)OO(787) + CH3O(31) <=> CH3OH(30) + C4H72-2,4OOH(244)",CC(CCOO)OO+C[O]_CO+C[C](CCOO)OO
1513,1513,"CC(CCOO)OO(787) + CH3O(31) <=> C4H71-1,3OOH(238) + CH3OH(30)",CC(CCOO)OO+C[O]_CC(C[CH]OO)OO+CO
1514,1514,CH3O2H(46) + CH3O(31) <=> CH3OH(30) + CH3O2(45),COO+C[O]_CO+CO[O]
1515,1515,C3KET21(73) + CH3O(31) <=> CH3COCH2O2(72) + CH3OH(30),CC(=O)COO+C[O]_CC(=O)CO[O]+CO
1516,1516,C3KET21(73) + CH3O(31) <=> CH3OH(30) + [CH2]C(=O)COO(911),CC(=O)COO+C[O]_CO+[CH2]C(=O)COO
1517,1517,CH3(18) + OH(15) <=> CH3OH(30),[CH3]+[OH]_CO
1518,1518,CH3OH(30) <=> CH3O(31) + H(14),CO_C[O]+[H]
1519,1519,CH3CO(20) + CH3O(31) <=> CH2CO(24) + CH3OH(30),C[C]=O+C[O]_C=C=O+CO
1520,1520,CH3O(31) + CH2CHO(21) <=> CH2CO(24) + CH3OH(30),C[O]+[CH2]C=O_C=C=O+CO
1521,1521,CH3O(31) + HCO(19) <=> CH3OH(30) + CO(6),C[O]+[CH]=O_CO+[C-]#[O+]
1522,1522,C2H5(33) + CH3O(31) <=> C2H4(11) + CH3OH(30),C[CH2]+C[O]_C=C+CO
1523,1523,CH3O(31) + NC3H7(92) <=> C3H6(12) + CH3OH(30),C[O]+[CH2]CC_C=CC+CO
1524,1524,IC3H7(93) + CH3O(31) <=> C3H6(12) + CH3OH(30),C[CH]C+C[O]_C=CC+CO
1525,1525,SC4H9(183) + CH3O(31) <=> C4H8-2(189) + CH3OH(30),C[CH]CC+C[O]_CC=CC+CO
1526,1526,CH3O(31) + PC4H9(182) <=> C4H8-1(188) + CH3OH(30),C[O]+[CH2]CCC_C=CCC+CO
1527,1527,SC4H9(183) + CH3O(31) <=> C4H8-1(188) + CH3OH(30),C[CH]CC+C[O]_C=CCC+CO
1528,1528,CC(CC[O])OO(777) + CH3O(31) <=> NC4KET13(252) + CH3OH(30),CC(CC[O])OO+C[O]_CC(CC=O)OO+CO
1529,1529,C2H5O(49) + CH3O(31) <=> CH3CHO(35) + CH3OH(30),CC[O]+C[O]_CC=O+CO
1530,1530,CH3O(31) + C4H71-4(191) <=> C4H6(194) + CH3OH(30),C[O]+[CH2]CC=C_C=CC=C+CO
1531,1531,C4H71-3(190) + CH3O(31) <=> C4H6(194) + CH3OH(30),C=C[CH]C+C[O]_C=CC=C+CO
1532,1532,C3H5O(129) + CH3O(31) <=> C2H3CHO(74) + CH3OH(30),C=CC[O]+C[O]_C=CC=O+CO
1533,1533,CH3O(31) + C2H3(22) <=> C2H2(25) + CH3OH(30),C[O]+[CH]=C_C#C+CO
1534,1534,CH3O(31) + [CH2]C[CH]C(748) <=> C4H71-3(190) + CH3OH(30),C[O]+[CH2]C[CH]C_C=C[CH]C+CO
1535,1535,CO2(7) + H(14) <=> OCHO(38),O=C=O+[H]_[O]C=O
1536,1536,OCHO(38) + HO2(16) <=> HOCHO(40) + O2(2),[O]C=O+[O]O_O=CO+[O][O]
1537,1537,H2O2(17) + OCHO(38) <=> HOCHO(40) + HO2(16),OO+[O]C=O_O=CO+[O]O
1538,1538,CH2O(9) + OCHO(38) <=> HOCHO(40) + HCO(19),C=O+[O]C=O_O=CO+[CH]=O
1539,1539,HOCHO(40) + H(14) <=> H2(13) + OCHO(38),O=CO+[H]_[H][H]+[O]C=O
1540,1540,HOCHO(40) + O(5) <=> OH(15) + OCHO(38),O=CO+[O]_[OH]+[O]C=O
1541,1541,HOCHO(40) + OH(15) <=> H2O(8) + OCHO(38),O=CO+[OH]_O+[O]C=O
1542,1542,OCHO(38) + O2(2) <=> CO2(7) + HO2(16),[O]C=O+[O][O]_O=C=O+[O]O
1543,1543,SC4H9(183) + OCHO(38) <=> butane(1) + CO2(7),C[CH]CC+[O]C=O_CCCC+O=C=O
1544,1544,PC4H9(182) + OCHO(38) <=> butane(1) + CO2(7),[CH2]CCC+[O]C=O_CCCC+O=C=O
1545,1545,OH(15) + OCHO(38) <=> H2O(8) + CO2(7),[OH]+[O]C=O_O+O=C=O
1546,1546,C2H3(22) + OCHO(38) <=> C2H4(11) + CO2(7),[CH]=C+[O]C=O_C=C+O=C=O
1547,1547,OCHO(38) + HO2(16) <=> CO2(7) + H2O2(17),[O]C=O+[O]O_O=C=O+OO
1548,1548,C4H71-3(190) + OCHO(38) <=> C4H8-2(189) + CO2(7),C=C[CH]C+[O]C=O_CC=CC+O=C=O
1549,1549,CH2(23) + OCHO(38) <=> CO2(7) + CH3(18),[CH2]+[O]C=O_O=C=O+[CH3]
1550,1550,HCO(19) + OCHO(38) <=> CH2O(9) + CO2(7),[CH]=O+[O]C=O_C=O+O=C=O
1551,1551,CH3(18) + OCHO(38) <=> CH4(10) + CO2(7),[CH3]+[O]C=O_C+O=C=O
1552,1552,C3H5-A(94) + OCHO(38) <=> C3H6(12) + CO2(7),[CH2]C=C+[O]C=O_C=CC+O=C=O
1553,1553,H(14) + OCHO(38) <=> CO2(7) + H2(13),[H]+[O]C=O_O=C=O+[H][H]
1554,1554,C4H71-3(190) + OCHO(38) <=> C4H8-1(188) + CO2(7),C=C[CH]C+[O]C=O_C=CCC+O=C=O
1555,1555,C4H71-4(191) + OCHO(38) <=> C4H8-1(188) + CO2(7),[CH2]CC=C+[O]C=O_C=CCC+O=C=O
1556,1556,C4H71-1(192) + OCHO(38) <=> C4H8-1(188) + CO2(7),[CH]=CCC+[O]C=O_C=CCC+O=C=O
1557,1557,CH2CHO(21) + OCHO(38) <=> CH3CHO(35) + CO2(7),[CH2]C=O+[O]C=O_CC=O+O=C=O
1558,1558,CH3CO(20) + OCHO(38) <=> CH3CHO(35) + CO2(7),C[C]=O+[O]C=O_CC=O+O=C=O
1559,1559,C2H5(33) + OCHO(38) <=> C2H6(32) + CO2(7),C[CH2]+[O]C=O_CC+O=C=O
1560,1560,CH3CHO(35) + CO2(7) <=> CH2CHO(21) + OCHO(38),CC=O+O=C=O_[CH2]C=O+[O]C=O
1561,1561,C2H(4) + OCHO(38) <=> C2H2(25) + CO2(7),[C]#C+[O]C=O_C#C+O=C=O
1562,1562,[CH2]C=C[CH2](2534) + OCHO(38) <=> C4H71-3(190) + CO2(7),[CH2]C=C[CH2]+[O]C=O_C=C[CH]C+O=C=O
1563,1563,C4H8OOH1-3O2(225) + OCHO(38) <=> CC(CCOO)OO(787) + CO2(7),CC(CCOO)O[O]+[O]C=O_CC(CCOO)OO+O=C=O
1564,1564,C4H8OOH2-4O2(229) + OCHO(38) <=> CC(CCOO)OO(787) + CO2(7),CC(CCO[O])OO+[O]C=O_CC(CCOO)OO+O=C=O
1565,1565,"C4H72-2,4OOH(244) + OCHO(38) <=> CC(CCOO)OO(787) + CO2(7)",C[C](CCOO)OO+[O]C=O_CC(CCOO)OO+O=C=O
1566,1566,"C4H71-1,3OOH(238) + OCHO(38) <=> CC(CCOO)OO(787) + CO2(7)",CC(C[CH]OO)OO+[O]C=O_CC(CCOO)OO+O=C=O
