,rmg_index,name,entry_type,sensitivity,uncertainty,improvement_score
993,883,"NC3H7(92) + C4H72-2,4OOH(244) <=> C3H6(12) + CC(CCOO)OO(787)",reaction,-2.8193235037126575e-07,1.8171667040130979,-3.334789712349784e-07
994,884,"NC3H7(92) + C4H71-1,3OOH(238) <=> C3H6(12) + CC(CCOO)OO(787)",reaction,-2.3996390232739486e-07,2.0467564209684275,-2.2874404909294857e-07
995,885,IC3H7(93) + C4H8OOH1-3O2(225) <=> C3H6(12) + CC(CCOO)OO(787),reaction,-2.7149586193465605e-07,1.8171667040130979,-3.211343452189741e-07
996,886,IC3H7(93) + C4H8OOH2-4O2(229) <=> C3H6(12) + CC(CCOO)OO(787),reaction,-3.341139182767582e-07,1.8171667040130979,-3.952010671903964e-07
997,887,"IC3H7(93) + C4H72-2,4OOH(244) <=> C3H6(12) + CC(CCOO)OO(787)",reaction,-2.787249249165794e-07,1.8171667040130979,-3.2968512161277944e-07
998,888,"IC3H7(93) + C4H71-1,3OOH(238) <=> C3H6(12) + CC(CCOO)OO(787)",reaction,-2.9083127414459364e-07,1.8171667040130979,-3.4400491457252e-07
999,889,C4H8OOH2-4O2(229) + CC(CCOO)OO(787) <=> C4H8OOH1-3O2(225) + CC(CCOO)OO(787),reaction,-2.8808374110174114e-07,1.8171667040130979,-3.4075504100760985e-07
1000,890,"C4H72-2,4OOH(244) + CC(CCOO)OO(787) <=> C4H8OOH2-4O2(229) + CC(CCOO)OO(787)",reaction,-2.898124082674738e-07,1.0,-5.796248165349476e-07
1001,891,"C4H71-1,3OOH(238) + CC(CCOO)OO(787) <=> C4H8OOH2-4O2(229) + CC(CCOO)OO(787)",reaction,-3.159184313637311e-07,1.8171667040130979,-3.73678839432974e-07
1002,892,"C4H72-2,4OOH(244) + CC(CCOO)OO(787) <=> C4H8OOH1-3O2(225) + CC(CCOO)OO(787)",reaction,-2.9844318663089924e-07,1.0,-5.968863732617985e-07
1003,893,"C4H71-1,3OOH(238) + CC(CCOO)OO(787) <=> C4H8OOH1-3O2(225) + CC(CCOO)OO(787)",reaction,-3.1658539118398515e-07,1.8171667040130979,-3.744677417154559e-07
1004,894,"C3H6(12) + C4H72-2,4OOH(244) <=> C3H5-A(94) + CC(CCOO)OO(787)",reaction,-2.942052121114109e-07,2.0467564209684275,-2.804492293628243e-07
1005,895,"C3H6(12) + C4H71-1,3OOH(238) <=> C3H5-A(94) + CC(CCOO)OO(787)",reaction,-3.1214870533194847e-07,1.8171667040130979,-3.692198819658329e-07
1006,896,[CH2]C[CH]C(748) + C4H8OOH1-3O2(225) <=> C4H71-3(190) + CC(CCOO)OO(787),reaction,-2.809153376636664e-07,2.83495673436523,-4.63631846949056e-08
1007,897,[CH2]C[CH]C(748) + C4H8OOH2-4O2(229) <=> C4H71-3(190) + CC(CCOO)OO(787),reaction,-3.0443155448700996e-07,2.83495673436523,-5.024437791480554e-08
1008,898,"[CH2]C[CH]C(748) + C4H72-2,4OOH(244) <=> C4H71-3(190) + CC(CCOO)OO(787)",reaction,-2.657386433501589e-07,2.83495673436523,-4.385837350386369e-08
1009,899,"[CH2]C[CH]C(748) + C4H71-1,3OOH(238) <=> C4H71-3(190) + CC(CCOO)OO(787)",reaction,-3.008180495249308e-07,2.83495673436523,-4.9647993255476555e-08
1010,900,"C4H8-1(188) + C4H72-2,4OOH(244) <=> C4H71-3(190) + CC(CCOO)OO(787)",reaction,-3.1612563327639077e-07,2.0467564209684275,-3.0134473008800913e-07
1011,901,"C4H8-1(188) + C4H71-1,3OOH(238) <=> C4H71-3(190) + CC(CCOO)OO(787)",reaction,-3.131265100537668e-07,5.425075522520077,7.593554349835265e-07
1012,902,"C4H8-2(189) + C4H72-2,4OOH(244) <=> C4H71-3(190) + CC(CCOO)OO(787)",reaction,-3.1119119206913303e-07,3.6409174403257842,1.9944786227287823e-07
1013,903,"C4H8-2(189) + C4H71-1,3OOH(238) <=> C4H71-3(190) + CC(CCOO)OO(787)",reaction,-3.655272769028264e-07,2.0467564209684275,-3.484365296685149e-07
1014,904,C4H71-3(190) + C4H8OOH1-3O2(225) <=> C4H6(194) + CC(CCOO)OO(787),reaction,2.43290720843795e-07,1.8171667040130979,-2.877723652186954e-07
1015,905,C4H71-3(190) + C4H8OOH2-4O2(229) <=> C4H6(194) + CC(CCOO)OO(787),reaction,-4.76092476048361e-08,1.8171667040130979,-5.6313803263884814e-08
1016,906,"C4H71-3(190) + C4H72-2,4OOH(244) <=> C4H6(194) + CC(CCOO)OO(787)",reaction,-3.055732133941169e-07,1.8171667040130979,-3.614421711642723e-07
1017,907,"C4H71-3(190) + C4H71-1,3OOH(238) <=> C4H6(194) + CC(CCOO)OO(787)",reaction,-2.4162245355400435e-07,1.8171667040130979,-2.8579908312172513e-07
1018,908,C2H2(25) + C2H4(11) <=> C1=CCC1(2530),reaction,0.0,0.5,-0.0
1019,909,C1=CCC1(2530) <=> C4H6(194),reaction,0.0,0.5,-0.0
1020,910,CH2(23) + C4H71-3(190) <=> CH3(18) + C4H6(194),reaction,-3.2070846545697804e-07,1.8171667040130979,-3.793446512473789e-07
1021,911,C2H(4) + C4H71-3(190) <=> C2H2(25) + C4H6(194),reaction,-2.262958561338157e-07,1.8171667040130979,-2.6767027337893903e-07
1022,912,O(5) + CC(CC[O])OO(777) <=> C4H8OOH2-4O2(229),reaction,-3.5164051000297567e-07,1.0,-7.032810200059513e-07
1023,913,SC4H9(183) + CC(CC[O])OO(777) <=> NC4KET13(252) + butane(1),reaction,-2.6464038074139827e-07,2.83495673436523,-4.367711265638927e-08
1024,914,PC4H9(182) + CC(CC[O])OO(777) <=> NC4KET13(252) + butane(1),reaction,-2.9010556959778775e-07,3.925928907546452,2.686171331308208e-07
1025,915,O2(2) + CC(CC[O])OO(777) <=> HO2(16) + NC4KET13(252),reaction,-0.0010254088274867625,10.687783734975547,0.007883121305653079
1026,916,OH(15) + CC(CC[O])OO(777) <=> H2O(8) + NC4KET13(252),reaction,-3.317189227134508e-07,10.687783734975547,2.5501833386200773e-06
1027,917,C4H71-3(190) + CC(CC[O])OO(777) <=> C4H8-2(189) + NC4KET13(252),reaction,-3.1007381304534965e-07,3.925928907546452,2.8710630697184344e-07
1028,918,HO2(16) + CC(CC[O])OO(777) <=> H2O2(17) + NC4KET13(252),reaction,-3.715014452211097e-07,10.687783734975547,2.856022768090756e-06
1029,919,HCO(19) + CC(CC[O])OO(777) <=> CH2O(9) + NC4KET13(252),reaction,-2.746208325543699e-07,1.8171667040130979,-3.2483066451695247e-07
1030,920,C2H3(22) + CC(CC[O])OO(777) <=> C2H4(11) + NC4KET13(252),reaction,-3.222689817742195e-07,3.925928907546452,2.983981662303105e-07
1031,921,C3H5-A(94) + CC(CC[O])OO(777) <=> C3H6(12) + NC4KET13(252),reaction,-2.8126996743137966e-07,3.925928907546452,2.6043599366936354e-07
1032,922,C4H71-3(190) + CC(CC[O])OO(777) <=> C4H8-1(188) + NC4KET13(252),reaction,-3.544470679895454e-07,2.83495673436523,-5.8499101595663925e-08
1033,923,CH2CHO(21) + CC(CC[O])OO(777) <=> CH3CHO(35) + NC4KET13(252),reaction,-2.94775315802506e-07,3.925928907546452,2.729409861326748e-07
1034,924,CH3CO(20) + CC(CC[O])OO(777) <=> CH3CHO(35) + NC4KET13(252),reaction,-2.686124833462526e-07,2.83495673436523,-4.4332681441730804e-08
1035,925,CH3(18) + CC(CC[O])OO(777) <=> CH4(10) + NC4KET13(252),reaction,-3.0043063061263834e-07,6.330265918423351,1.0005138899797046e-06
1036,926,[CH2]C[CH]C(748) + CC(CC[O])OO(777) <=> NC4KET13(252) + SC4H9(183),reaction,-2.9811942371801056e-07,3.925928907546452,2.7603739232159537e-07
1037,927,H(14) + CC(CC[O])OO(777) <=> H2(13) + NC4KET13(252),reaction,-2.985240460961434e-07,6.330265918423351,9.94164456543828e-07
1038,928,O(5) + CC(CC[O])OO(777) <=> OH(15) + NC4KET13(252),reaction,-3.239937968879854e-07,10.687783734975547,2.490794241948425e-06
1039,929,C2H5(33) + CC(CC[O])OO(777) <=> C2H6(32) + NC4KET13(252),reaction,-2.482166378448816e-07,3.925928907546452,2.2983096031456456e-07
1040,930,CH2(23) + CC(CC[O])OO(777) <=> CH3(18) + NC4KET13(252),reaction,-2.794075507444931e-07,6.330265918423351,9.305014435945285e-07
1041,931,OH(15) + CC(CC[O])OO(777) <=> CC(CCOO)OO(787),reaction,-0.00011866149672391307,1.8171667040130979,-0.0001403567692766851
1042,932,CC(CC[O])OO(777) + C4H8OOH1-3O2(225) <=> NC4KET13(252) + CC(CCOO)OO(787),reaction,-2.8666189865530657e-07,10.687783734975547,2.2037946819194742e-06
1043,933,CC(CC[O])OO(777) + C4H8OOH2-4O2(229) <=> NC4KET13(252) + CC(CCOO)OO(787),reaction,-2.8624605451375724e-07,10.687783734975547,2.2005977620917865e-06
1044,934,"CC(CC[O])OO(777) + C4H72-2,4OOH(244) <=> NC4KET13(252) + CC(CCOO)OO(787)",reaction,-2.796743697931461e-07,2.83495673436523,-4.615837130500711e-08
1045,935,"CC(CC[O])OO(777) + C4H71-1,3OOH(238) <=> NC4KET13(252) + CC(CCOO)OO(787)",reaction,-2.834984075159241e-07,2.83495673436523,-4.6789502978684946e-08
1046,936,CC(CC[O])OO(777) <=> O(5) + C4H8OOH2-4(223),reaction,0.0,0.5,-0.0
1047,937,CC(CC[O])OO(777) <=> H(14) + NC4KET13(252),reaction,0.0,0.5,-0.0
1048,938,CC(CC[O])OO(777) <=> [CH2]C(CCO)OO(5093),reaction,0.0,0.5,-0.0
1049,939,CC(CC[O])OO(777) <=> OH(15) + OCCC1CO1(5151),reaction,0.0,0.5,-0.0
1050,940,[CH2]C(CCO)OO(5093) <=> OH(15) + OCCC1CO1(5151),reaction,0.0,0.5,-0.0
1051,941,[CH2]C(CCO)OO(5093) <=> O(5) + C4H8OOH2-4(223),reaction,0.0,0.5,-0.0
1052,942,[CH2]C(CCO)OO(5093) <=> H(14) + NC4KET13(252),reaction,0.0,0.5,-0.0
1053,943,HO2(16) + C2H5(33) <=> OH(15) + C2H5O(49),reaction,-0.0010939969744661877,0.5,-0.0027349924361654695
1054,944,CH3O2(45) + C2H5(33) <=> CH3O(31) + C2H5O(49),reaction,-2.8095883556875692e-05,0.5,-7.023970889218923e-05
1055,945,O2(2) + C2H5O(49) <=> HO2(16) + CH3CHO(35),reaction,7.5585958838267824e-06,0.5,-1.8896489709566955e-05
1056,946,CH2O(9) + CH3(18) <=> C2H5O(49),reaction,-0.0002644207006836394,0.5,-0.0006610517517090985
1057,947,H(14) + CH3CHO(35) <=> C2H5O(49),reaction,0.00028748900683553993,0.5,-0.0007187225170888498
1058,948,C2H4(11) + C2H5O2(47) <=> C2H4O1-2(51) + C2H5O(49),reaction,-2.7553879774117122e-05,0.5,-6.88846994352928e-05
1059,949,C2H5O2(47) + SC4H9O2(186) => O2(2) + C2H5O(49) + SC4H9O(217),reaction,-4.6453190754939944e-05,0.5,-0.00011613297688734987
1060,950,C2H5(33) + SC4H9O2(186) <=> C2H5O(49) + SC4H9O(217),reaction,-2.6765475771618807e-05,0.5,-6.691368942904702e-05
1061,951,H(14) + C2H5O(49) <=> H2(13) + CH3CHO(35),reaction,-2.803193605876338e-07,0.5,-7.007984014690845e-07
1062,952,OH(15) + C2H5O(49) <=> H2O(8) + CH3CHO(35),reaction,-2.7440905376134226e-07,0.5,-6.860226344033556e-07
1063,953,CO(6) + C2H5O(49) <=> CO2(7) + C2H5(33),reaction,-2.83928957454313e-07,0.5,-7.098223936357825e-07
1064,954,H(14) + C2H5O2(47) <=> OH(15) + C2H5O(49),reaction,-2.8244744414491393e-05,0.5,-7.061186103622849e-05
1065,955,O(5) + C2H5O2(47) <=> O2(2) + C2H5O(49),reaction,9.066481495485738e-07,0.5,-2.2666203738714344e-06
1066,956,CO(6) + C2H5O2(47) <=> CO2(7) + C2H5O(49),reaction,-4.894181314259538e-06,0.5,-1.2235453285648844e-05
1067,957,CH3(18) + C2H5O2(47) <=> CH3O(31) + C2H5O(49),reaction,-0.00018663858505177497,0.5,-0.0004665964626294374
1068,958,C2H5(33) + C2H5O2(47) <=> C2H5O(49) + C2H5O(49),reaction,-2.3821305322689353e-05,0.5,-5.955326330672338e-05
1069,959,C2H5O2(47) + C2H5O2(47) <=> O2(2) + C2H5O(49) + C2H5O(49),reaction,-1.1655849107108131e-05,0.5,-2.913962276777033e-05
1070,960,C2H5O2(47) <=> O(5) + C2H5O(49),reaction,0.0,0.5,-0.0
1071,961,C2H5O(49) + SC4H9(183) <=> CH3CHO(35) + butane(1),reaction,-3.28689930209111e-07,2.83495673436523,-5.4248059462976323e-08
1072,962,C2H5O(49) + PC4H9(182) <=> CH3CHO(35) + butane(1),reaction,-2.913738119390724e-07,3.925928907546452,2.697914353763907e-07
1073,963,HO2(16) + C2H5O(49) <=> H2O2(17) + CH3CHO(35),reaction,-2.854069815742933e-07,10.687783734975547,2.1941471507953174e-06
1074,964,HCO(19) + C2H5O(49) <=> CH2O(9) + CH3CHO(35),reaction,-3.332339784658942e-07,1.8171667040130979,-3.9416024508364203e-07
1075,965,C2H3(22) + C2H5O(49) <=> C2H4(11) + CH3CHO(35),reaction,-2.648968896664795e-07,3.925928907546452,2.452756876613364e-07
1076,966,C2H5O(49) + C3H5-A(94) <=> CH3CHO(35) + C3H6(12),reaction,-3.1493105442354314e-07,3.925928907546452,2.9160376717484353e-07
1077,967,C2H5O(49) + C4H71-3(190) <=> CH3CHO(35) + C4H8-2(189),reaction,-2.8686519060445187e-07,3.925928907546452,2.6561677254948484e-07
1078,968,C2H5O(49) + C4H71-3(190) <=> CH3CHO(35) + C4H8-1(188),reaction,-2.6297690142890686e-07,2.83495673436523,-4.34025665983398e-08
1079,969,CH2CHO(21) + C2H5O(49) <=> CH3CHO(35) + CH3CHO(35),reaction,-2.9370698412323765e-07,3.925928907546452,2.7195178694799257e-07
1080,970,CH3CO(20) + C2H5O(49) <=> CH3CHO(35) + CH3CHO(35),reaction,-2.9306247903850326e-07,2.83495673436523,-4.836798857553591e-08
1081,971,CH3CHO(35) + CH3CHO(35) <=> CH2CHO(21) + C2H5O(49),reaction,0.0,0.5,-0.0
1082,972,CH3(18) + C2H5O(49) <=> CH4(10) + CH3CHO(35),reaction,-3.009387633435508e-07,6.330265918423351,1.0022061070954978e-06
1083,973,CH2(23) + C2H5O(49) <=> CH3(18) + CH3CHO(35),reaction,-3.126815289313604e-07,6.330265918423351,1.0413126391206148e-06
1084,974,C2H5(33) + C2H5O(49) <=> CH3CHO(35) + C2H6(32),reaction,-3.513466556022061e-07,3.925928907546452,3.253220249918502e-07
1085,975,C2H5O(49) + [CH2]C[CH]C(748) <=> CH3CHO(35) + SC4H9(183),reaction,-2.7775934326751526e-07,3.925928907546452,2.571854052725104e-07
1086,976,C2H(4) + C2H5O(49) <=> C2H2(25) + CH3CHO(35),reaction,-3.161506286475433e-07,1.8171667040130979,-3.7395349011150473e-07
1087,977,O(5) + C2H5O(49) <=> OH(15) + CH3CHO(35),reaction,-2.7785777234902924e-07,10.687783734975547,2.136110462901405e-06
1088,978,C2H5O(49) + [CH2]C[CH]C(748) <=> CH3CHO(35) + PC4H9(182),reaction,-3.300485145645165e-07,2.83495673436523,-5.447228466163276e-08
1089,979,C2H5O(49) + C4H8OOH1-3O2(225) <=> CH3CHO(35) + CC(CCOO)OO(787),reaction,-2.992888913766106e-07,10.687783734975547,2.30086827118397e-06
1090,980,C2H5O(49) + C4H8OOH2-4O2(229) <=> CH3CHO(35) + CC(CCOO)OO(787),reaction,-2.3444283395685636e-07,10.687783734975547,1.8023458056750932e-06
1091,981,"C2H5O(49) + C4H72-2,4OOH(244) <=> CH3CHO(35) + CC(CCOO)OO(787)",reaction,-2.599803730172344e-07,2.83495673436523,-4.2908009763710014e-08
1092,982,"C2H5O(49) + C4H71-1,3OOH(238) <=> CH3CHO(35) + CC(CCOO)OO(787)",reaction,-3.3041416994363064e-07,2.83495673436523,-5.453263361949867e-08
1093,983,CH3CO(20) + [CH2]C[CH]C(748) <=> CH2CO(24) + PC4H9(182),reaction,-2.544260671546521e-07,3.5830007736591174,1.483305939902087e-07
1094,984,CH2CHO(21) + [CH2]C[CH]C(748) <=> CH2CO(24) + PC4H9(182),reaction,-3.2067918649942396e-07,9.22414837185873,1.9959548365393716e-06
1095,985,HO2(16) + [CH2]C[O](703) <=> O2(2) + C2H5O(49),reaction,-2.785776278295363e-07,13.407772853797562,2.899372672599568e-06
1096,986,CH4(10) + C4H8OOH2-4O2(229) <=> CH3(18) + CC(CCOO)OO(787),reaction,-2.973372012370605e-07,1.0,-5.94674402474121e-07
1097,987,H(14) + CC(CCOO)OO(787) <=> H2(13) + C4H8OOH2-4O2(229),reaction,-3.053035604158646e-07,4.017694780562325,3.107058399223197e-07
1098,988,H(14) + CC(CCOO)OO(787) <=> H2(13) + C4H8OOH1-3O2(225),reaction,-2.459604095581029e-07,4.017694780562325,2.50312625032253e-07
1099,989,C2H5O(49) <=> O(5) + C2H5(33),reaction,0.0,0.5,-0.0
1100,990,C2H5O(49) <=> H(14) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
1101,991,C4H71-3(190) + [CH2]C[CH]C(748) <=> C4H6(194) + SC4H9(183),reaction,-2.7702745339381205e-07,1.8171667040130979,-3.276772957766606e-07
1102,992,CH2CO(24) + C2H4(11) <=> C2H(4) + C2H5O(49),reaction,0.0,0.5,-0.0
1103,993,O(5) + C4H71-3(190) <=> OH(15) + C4H6(194),reaction,1.7186182792836165e-07,1.8171667040130979,-2.0328389238283784e-07
1104,994,C4H71-3(190) + [CH2]C[CH]C(748) <=> C4H6(194) + PC4H9(182),reaction,-3.072191697931995e-07,1.8171667040130979,-3.6338906319684984e-07
1105,995,H(14) + C4H8-1(188) <=> H2(13) + C4H71-4(191),reaction,6.900308961191446e-05,0.5,-0.00017250772402978615
1106,996,OH(15) + C4H8-1(188) <=> H2O(8) + C4H71-4(191),reaction,0.0021180391985911647,0.5,-0.005295097996477912
1107,997,CH3(18) + C4H8-1(188) <=> CH4(10) + C4H71-4(191),reaction,6.5053422024632e-05,0.5,-0.00016263355506158
1108,998,HO2(16) + C4H8-1(188) <=> H2O2(17) + C4H71-4(191),reaction,-5.5623628370803943e-05,0.5,-0.00013905907092700987
1109,999,C2H3(22) + C2H4(11) <=> C4H71-4(191),reaction,-1.7989612676769578e-05,0.5,-4.497403169192395e-05
1110,1000,C4H71-4(191) <=> H(14) + C4H6(194),reaction,0.0,0.5,-0.0
1111,1001,O2(2) + C4H71-4(191) <=> HO2(16) + C4H6(194),reaction,0.0003997370624338481,0.5,-0.00099934265608462
1112,1002,C2H4(11) + C2H4(11) <=> H(14) + C4H71-4(191),reaction,0.0,0.5,-0.0
1113,1003,HO2(16) + C4H71-4(191) <=> O2(2) + C4H8-1(188),reaction,-3.0954931750009294e-07,13.407772853797562,3.22171898358903e-06
1114,1004,C4H8-1(188) <=> H(14) + C4H71-4(191),reaction,0.0,0.5,-0.0
1115,1005,C2H4(11) + C3H6(12) <=> CH3(18) + C4H71-4(191),reaction,0.0,0.5,-0.0
1116,1006,C4H8-2(189) <=> H(14) + C4H71-4(191),reaction,0.0,0.5,-0.0
1117,1007,C2H5(33) + C4H71-4(191) <=> C2H4(11) + C4H8-1(188),reaction,-1.8262880075360042e-07,1.8171667040130979,-2.1601942633751643e-07
1118,1008,NC3H7(92) + C4H71-4(191) <=> C3H6(12) + C4H8-1(188),reaction,-2.648403941497085e-07,1.8171667040130979,-3.1326203632256996e-07
1119,1009,IC3H7(93) + C4H71-4(191) <=> C3H6(12) + C4H8-1(188),reaction,-2.9078029516975194e-07,1.8171667040130979,-3.4394461494368195e-07
1120,1010,CH3CO(20) + C4H71-4(191) <=> CH2CO(24) + C4H8-1(188),reaction,-3.215242075152518e-07,3.5830007736591174,1.874488617315264e-07
1121,1011,CH2CHO(21) + C4H71-4(191) <=> CH2CO(24) + C4H8-1(188),reaction,-2.786522309795346e-07,9.22414837185873,1.734372829766073e-06
1122,1012,HCO(19) + C4H71-4(191) <=> CO(6) + C4H8-1(188),reaction,-1.5794985456042718e-07,1.8171667040130979,-1.8682834707036191e-07
1123,1013,CH3O(31) + C4H71-4(191) <=> CH2O(9) + C4H8-1(188),reaction,-2.713619069209142e-07,4.555555555555555,4.2211852187697763e-07
1124,1014,C4H71-4(191) + SC4H9(183) <=> C4H8-1(188) + C4H8-2(189),reaction,-2.3673803297888275e-07,1.8171667040130979,-2.800216278338678e-07
1125,1015,C4H71-4(191) + PC4H9(182) <=> C4H8-1(188) + C4H8-1(188),reaction,-2.867296159354941e-07,1.8171667040130979,-3.3915333667403906e-07
1126,1016,C4H71-4(191) + SC4H9(183) <=> C4H8-1(188) + C4H8-1(188),reaction,-3.218546489372488e-07,1.8171667040130979,-3.807003952311533e-07
1127,1017,C4H71-4(191) + CC(CC[O])OO(777) <=> C4H8-1(188) + NC4KET13(252),reaction,-3.3005344825474175e-07,3.925928907546452,3.056060287744525e-07
1128,1018,C2H5O(49) + C4H71-4(191) <=> CH3CHO(35) + C4H8-1(188),reaction,-3.264874457065391e-07,3.925928907546452,3.023041639306873e-07
1129,1019,C[C]CC-2(776) <=> H(14) + C4H71-4(191),reaction,0.0,0.5,-0.0
1130,1020,C4H71-4(191) + CC(CCOO)OO(787) <=> C4H8-1(188) + C4H8OOH1-3O2(225),reaction,5.818726700647102e-07,1.8171667040130979,-6.882583681773404e-07
1131,1021,C4H71-4(191) + CC(CCOO)OO(787) <=> C4H8-1(188) + C4H8OOH2-4O2(229),reaction,6.140125402630205e-07,1.8171667040130979,-7.26274476776599e-07
1132,1022,C2H3(22) + C4H71-4(191) <=> C2H2(25) + C4H8-1(188),reaction,-2.61524750693864e-07,3.2193177896576985,5.7357030262958915e-08
1133,1023,O(5) + C4H8-1(188) <=> OH(15) + C4H71-4(191),reaction,4.16497892119252e-06,2.0467564209684275,-3.970239413428615e-06
1134,1024,C2H6(32) + C4H71-4(191) <=> C2H5(33) + C4H8-1(188),reaction,-1.4962945593807152e-07,2.0467564209684275,-1.426333181069543e-07
1135,1025,[CH2]C[O](703) + C4H71-4(191) <=> CH2CHO(21) + C4H8-1(188),reaction,-3.025785119983628e-07,3.925928907546452,2.801661910616751e-07
1136,1026,CH3CHO(35) + C4H71-4(191) <=> CH2CHO(21) + C4H8-1(188),reaction,1.1874652019755377e-06,3.588643134770229,6.989932389214437e-07
1137,1027,C4H71-4(191) + butane(1) <=> C4H8-1(188) + SC4H9(183),reaction,-3.845884162875116e-07,3.2755677896576985,1.0598017980430437e-07
1138,1028,C3H6(12) + C4H71-4(191) <=> C3H5-A(94) + C4H8-1(188),reaction,-5.109046279038163e-07,2.0467564209684275,-4.870165560468277e-07
1139,1029,C4H71-4(191) + butane(1) <=> C4H8-1(188) + PC4H9(182),reaction,-6.931863927748855e-07,2.0467564209684275,-6.607754779847173e-07
1140,1030,[CH2]C[CH]C(748) <=> H(14) + C4H71-4(191),reaction,0.0,0.5,-0.0
1141,1031,CH2O(9) + C4H71-4(191) <=> HCO(19) + C4H8-1(188),reaction,-1.601800805623724e-07,1.8171667040130979,-1.8946633264303848e-07
1142,1032,C4H71-4(191) + [CH2]C[CH]C(748) <=> C4H71-3(190) + C4H8-1(188),reaction,-2.9794953552309393e-07,3.925928907546452,2.7588008793087116e-07
1143,1033,C4H71-4(191) + C4H8-1(188) <=> C4H71-3(190) + C4H8-1(188),reaction,-4.623856085686891e-07,1.8171667040130979,-5.46925093400212e-07
1144,1034,C4H71-4(191) + C4H8-2(189) <=> C4H71-3(190) + C4H8-1(188),reaction,-3.9241345447735313e-07,2.4405418160523915,-2.195389185985075e-07
1145,1035,C4H71-4(191) <=> C4H71-3(190),reaction,0.0,0.5,-0.0
1146,1036,HO2(16) + C4H71-4(191) <=> H2O2(17) + C4H6(194),reaction,-2.6541025311781255e-07,2.83495673436523,-4.380417490751468e-08
1147,1037,C4H71-4(191) + SC4H9(183) <=> C4H6(194) + butane(1),reaction,-2.497634739601089e-07,2.0467564209684275,-2.3808542782909318e-07
1148,1038,C4H71-4(191) + PC4H9(182) <=> C4H6(194) + butane(1),reaction,-3.02066250734547e-07,1.8171667040130979,-3.572940189627502e-07
1149,1039,OH(15) + C4H71-4(191) <=> H2O(8) + C4H6(194),reaction,2.626105380344216e-07,2.0467564209684275,-2.5033180916733897e-07
1150,1040,HCO(19) + C4H71-4(191) <=> CH2O(9) + C4H6(194),reaction,-2.925254260280084e-07,1.8171667040130979,-3.4600881382868187e-07
1151,1041,C2H3(22) + C4H71-4(191) <=> C2H4(11) + C4H6(194),reaction,-3.0410330062701745e-07,1.8171667040130979,-3.5970350940115083e-07
1152,1042,C4H71-3(190) + C4H71-4(191) <=> C4H6(194) + C4H8-2(189),reaction,1.0038854618538218e-06,1.8171667040130979,-1.1874291496378895e-06
1153,1043,C4H71-3(190) + C4H71-4(191) <=> C4H6(194) + C4H8-1(188),reaction,1.7230883240551356e-06,2.0467564209684275,-1.6425228810098316e-06
1154,1044,C4H71-4(191) + C4H71-4(191) <=> C4H6(194) + C4H8-1(188),reaction,-2.721590593724362e-07,1.8171667040130979,-3.219187972301937e-07
1155,1045,C4H71-3(190) + C4H71-4(191) <=> C4H6(194) + C4H8-1(188),reaction,-2.5649203545859053e-07,1.8171667040130979,-3.03387319695874e-07
1156,1046,CH2CHO(21) + C4H71-4(191) <=> CH3CHO(35) + C4H6(194),reaction,-2.0692907267815574e-07,1.8171667040130979,-2.447625970714162e-07
1157,1047,CH3CO(20) + C4H71-4(191) <=> CH3CHO(35) + C4H6(194),reaction,-2.7673591358682853e-07,2.0467564209684275,-2.637967327140804e-07
1158,1048,C2H4(11) + C4H6(194) <=> C2H3(22) + C4H71-4(191),reaction,0.0,0.5,-0.0
1159,1049,C3H5-A(94) + C4H71-4(191) <=> C3H6(12) + C4H6(194),reaction,1.3426045437511341e-06,1.8171667040130979,-1.588077357692145e-06
1160,1050,C4H71-4(191) + C4H8OOH1-3O2(225) <=> C4H6(194) + CC(CCOO)OO(787),reaction,-2.827350249690603e-07,2.83495673436523,-4.6663511830221944e-08
1161,1051,C4H71-4(191) + C4H8OOH2-4O2(229) <=> C4H6(194) + CC(CCOO)OO(787),reaction,-2.3859922418269937e-07,2.83495673436523,-3.937919513703529e-08
1162,1052,"C4H71-4(191) + C4H72-2,4OOH(244) <=> C4H6(194) + CC(CCOO)OO(787)",reaction,-2.785551394679567e-07,1.8171667040130979,-3.2948429373097447e-07
1163,1053,"C4H71-4(191) + C4H71-1,3OOH(238) <=> C4H6(194) + CC(CCOO)OO(787)",reaction,-3.0539038103427383e-07,2.0467564209684275,-2.9111141981892684e-07
1164,1054,CH2(23) + C4H71-4(191) <=> CH3(18) + C4H6(194),reaction,-3.1948371468787596e-07,1.8171667040130979,-3.778959752583994e-07
1165,1055,C2H(4) + C4H71-4(191) <=> C2H2(25) + C4H6(194),reaction,-3.2116082563140623e-07,1.8171667040130979,-3.7987971792347096e-07
1166,1056,CH3(18) + C4H71-4(191) <=> CH4(10) + C4H6(194),reaction,8.701519915392051e-07,1.8171667040130979,-1.029244748161885e-06
1167,1057,H(14) + C4H71-4(191) <=> H2(13) + C4H6(194),reaction,-3.290766840726643e-07,1.8171667040130979,-3.8924285885410996e-07
1168,1058,C2H5(33) + C4H71-4(191) <=> C2H6(32) + C4H6(194),reaction,-1.6415644060002613e-07,2.0467564209684275,-1.5648107295865265e-07
1169,1059,C4H71-4(191) + [CH2]C[CH]C(748) <=> C4H6(194) + SC4H9(183),reaction,-2.9553609232973184e-07,1.8171667040130979,-3.4956993017346614e-07
